rank,journal_title,total_cites,impact_factor,eigen_factor
3586,Journal of Transport Geography,"3,067",2.09,0.00876
3588,POLITICAL PSYCHOLOGY,"2,148",2.089,0.00591
3589,Brachytherapy,"1,202",2.088,0.00281
3590,Journal of Perinatology,"4,552",2.087,0.01034
3590,READING RESEARCH QUARTERLY,"1,815",2.087,0.00228
3592,ANNALS OF FOREST SCIENCE,"2,795",2.086,0.0048
3592,COMPUTATIONAL MATERIALS SCIENCE,"13,674",2.086,0.02786
3592,COMPUTERS & INDUSTRIAL ENGINEERING,"6,357",2.086,0.0132
3592,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,"4,060",2.086,0.00644
3592,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,"4,060",2.086,0.00644
3592,STRUCTURAL SAFETY,"1,929",2.086,0.00382
3598,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,"1,441",2.085,0.00245
3598,JOURNAL OF INVESTIGATIVE MEDICINE,"1,330",2.085,0.00275
3598,Theoretical Ecology,432,2.085,0.00225
3598,Zeitschrift fur Medizinische Physik,348,2.085,0.00128
3602,JOURNAL OF APICULTURAL RESEARCH,"1,299",2.084,0.0028
3602,JOURNAL OF STRUCTURAL GEOLOGY,"8,735",2.084,0.01003
3602,SCIENTOMETRICS,"6,436",2.084,0.00955
3602,SCIENTOMETRICS,"6,436",2.084,0.00955
3606,Annals of Clinical Microbiology and Antimicrobials,763,2.083,0.00167
3606,Immunotherapy,"1,087",2.083,0.00416
3606,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,"1,435",2.083,0.00307
3606,Solid Earth,438,2.083,0.00247
3610,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,"9,319",2.082,0.02437
3610,NEUROPSYCHOLOGICAL REHABILITATION,"1,588",2.082,0.00254
3610,PEDIATRIC ANESTHESIA,"3,945",2.082,0.00589
3610,Structural Control & Health Monitoring,"1,294",2.082,0.00315
3614,COMPTES RENDUS PHYSIQUE,"1,501",2.081,0.00529
3614,INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,"19,083",2.081,0.02465
3616,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,"2,543",2.08,0.00283
3616,JOURNAL OF SOCIAL ISSUES,"5,232",2.08,0.00429
3616,MOLECULAR DIVERSITY,"1,426",2.08,0.00226
3616,Review of Finance,834,2.08,0.00805
3620,AoB Plants,561,2.079,0.00222
3620,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,"2,134",2.079,0.00299
3622,EUROPEAN URBAN AND REGIONAL STUDIES,808,2.078,0.00169
3622,INTERNATIONAL JOURNAL OF WILDLAND FIRE,"3,279",2.078,0.00602
3622,MAMMALIAN GENOME,"2,554",2.078,0.00485
3622,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,"2,004",2.078,0.0027
3626,Energies,"3,704",2.077,0.01085
3626,ILAR JOURNAL,"1,307",2.077,0.00269
3626,PEDIATRIC DRUGS,909,2.077,0.00191
3626,PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,"1,064",2.077,0.00267
3626,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"1,931",2.077,0.00375
3631,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,"15,815",2.076,0.01709
3632,Clinical & Translational Oncology,"1,743",2.075,0.00432
3632,Crystals,273,2.075,0.00113
3632,JOURNAL OF HEREDITY,"6,013",2.075,0.0043
3632,MICROBES AND ENVIRONMENTS,"1,103",2.075,0.00277
3636,Endocrine Practice,"2,904",2.074,0.00808
3637,JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,"1,301",2.071,0.00172
3638,ACCIDENT ANALYSIS AND PREVENTION,"10,191",2.07,0.02088
3638,Current Opinion in Supportive and Palliative Care,665,2.07,0.00252
3638,DESIGN STUDIES,"1,828",2.07,0.00133
3638,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,"4,062",2.07,0.00614
3642,Advances in Marine Biology,"1,393",2.069,0.00147
3642,EUROPEAN JOURNAL OF DERMATOLOGY,"2,568",2.069,0.00503
3642,Organizational Psychology Review,181,2.069,0.0015
3645,AIDS REVIEWS,631,2.068,0.00155
3645,AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,"4,387",2.068,0.00497
3645,JOURNAL OF NONLINEAR SCIENCE,941,2.068,0.00353
3645,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,"6,159",2.068,0.00591
3645,SURGICAL CLINICS OF NORTH AMERICA,"2,874",2.068,0.00431
3650,QUATERNARY INTERNATIONAL,"9,744",2.067,0.02367
3651,ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,"2,190",2.066,0.00833
3651,GEOSYNTHETICS INTERNATIONAL,725,2.066,0.00154
3653,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,"3,556",2.065,0.00564
3653,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,"3,556",2.065,0.00564
3653,Journal of Addiction Medicine,742,2.065,0.00264
3656,AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,"4,573",2.064,0.00717
3657,Cardiovascular Toxicology,882,2.063,0.00168
3657,European Journal of Physical and Rehabilitation Medicine,"1,001",2.063,0.00292
3657,JOURNAL OF CONTAMINANT HYDROLOGY,"4,615",2.063,0.00633
3657,Journal of Applied Research in Memory and Cognition,325,2.063,0.00166
3657,SIGNAL PROCESSING,"7,202",2.063,0.01707
3657,THIN-WALLED STRUCTURES,"4,518",2.063,0.00868
3663,ECONOMIC POLICY,"1,095",2.062,0.00336
3663,Jornal de Pediatria,"1,369",2.062,0.00219
3663,MATHEMATICAL PROGRAMMING,"7,041",2.062,0.0166
3663,Netherlands Heart Journal,868,2.062,0.00183
3667,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,"3,438",2.061,0.00449
3667,International Journal of Hospitality Management,"3,199",2.061,0.00431
3669,JOURNAL OF RENAL NUTRITION,"1,356",2.06,0.00273
3670,Business & Information Systems Engineering,380,2.059,0.00077
3670,HISTORICAL BIOLOGY,855,2.059,0.00196
3670,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,"2,764",2.059,0.00433
3670,Journal of Field Robotics,"1,033",2.059,0.00349
3674,EXPERIMENTAL BRAIN RESEARCH,"21,833",2.057,0.02297
3674,Electronic Materials Letters,"1,262",2.057,0.00326
3674,JOURNAL OF CELLULAR PLASTICS,634,2.057,0.00074
3677,ANASTHESIOLOGIE & INTENSIVMEDIZIN,437,2.055,0.00059
3677,ETHNICITY & HEALTH,976,2.055,0.00196
3677,ETHNICITY & HEALTH,976,2.055,0.00196
3677,Global Food Security-Agriculture Policy Economics and Environment,166,2.055,0.00072
3681,Hernia,"2,590",2.054,0.00556
3681,JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,"1,117",2.054,0.00257
3681,MICROSURGERY,"2,261",2.054,0.00399
3681,Polskie Archiwum Medycyny Wewnetrznej-Polish Archives of Internal Medicine,957,2.054,0.00168
3681,Revista de Psicodidactica,254,2.054,0.00058
3681,TRANSGENIC RESEARCH,"2,747",2.054,0.00403
3687,AMERICAN JOURNAL OF CRITICAL CARE,"1,898",2.053,0.0027
3687,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,"20,883",2.053,0.04319
3687,JOURNAL OF FISH DISEASES,"3,776",2.053,0.00417
3687,JOURNAL OF NEUROSCIENCE METHODS,"13,407",2.053,0.01858
3691,Contemporary Clinical Trials,"2,141",2.052,0.00832
3691,ECOLOGY OF FRESHWATER FISH,"1,617",2.052,0.00304
3691,ORYX,"2,123",2.052,0.00393
3694,CITIES,"1,956",2.051,0.00436
3694,HYDROBIOLOGIA,"21,166",2.051,0.01853
3696,CURRENT ORGANIC SYNTHESIS,910,2.05,0.00161
3696,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,"1,890",2.05,0.00271
3696,Journal of Transport & Health,138,2.05,0.00029
3699,ACTA ANAESTHESIOLOGICA SCANDINAVICA,"6,013",2.049,0.00901
3699,CHAOS,"5,414",2.049,0.01155
3699,JOURNAL OF THEORETICAL BIOLOGY,"18,010",2.049,0.02359
3702,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,"13,463",2.048,0.00874
3703,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,"5,100",2.047,0.00838
3704,HEALTH PROMOTION INTERNATIONAL,"2,422",2.046,0.00353
3704,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,"3,414",2.046,0.00809
3704,SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,965,2.046,0.00312
3704,TISSUE ANTIGENS,"3,710",2.046,0.00478
3708,Journal of Natural Gas Science and Engineering,"1,434",2.045,0.00288
3709,FOOD POLICY,"3,031",2.044,0.00723
3709,FOOD POLICY,"3,031",2.044,0.00723
3709,Nanotechnology Reviews,195,2.044,0.00066
3712,ARCHIV DER PHARMAZIE,"2,560",2.043,0.00252
3712,COMPREHENSIVE PSYCHIATRY,"5,182",2.043,0.0088
3712,COMPREHENSIVE PSYCHIATRY,"5,182",2.043,0.0088
3712,CURRENT PROBLEMS IN CARDIOLOGY,431,2.043,0.00111
3712,GROWTH FACTORS,"1,353",2.043,0.00185
3717,ANNUAL REVIEWS IN CONTROL,"1,073",2.042,0.00282
3717,BMC Medical Informatics and Decision Making,"1,949",2.042,0.00687
3717,CLINICAL RHEUMATOLOGY,"5,720",2.042,0.0113
3717,JOURNAL OF VERTEBRATE PALEONTOLOGY,"4,941",2.042,0.00723
3721,EUROPEAN JOURNAL OF FOREST RESEARCH,"1,789",2.041,0.00544
3721,MECHANISMS OF DEVELOPMENT,"5,227",2.041,0.00274
3721,SOLID STATE SCIENCES,"6,030",2.041,0.00883
3724,CONSERVATION GENETICS,"3,722",2.04,0.00753
3724,INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA,"1,245",2.04,0.00241
3726,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"6,314",2.039,0.00584
3726,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,"9,012",2.039,0.00881
3726,MEMORY & COGNITION,"7,268",2.039,0.00972
3726,VEGETATION HISTORY AND ARCHAEOBOTANY,"1,560",2.039,0.00247
3730,CATALYSIS SURVEYS FROM ASIA,659,2.038,0.00075
3730,Geochronometria,565,2.038,0.0023
3732,CURRENT ANTHROPOLOGY,"4,277",2.037,0.00709
3732,Journal of Animal Science and Biotechnology,323,2.037,0.00133
3734,Annual Review of Economics,639,2.036,0.01239
3734,Bulletin of Earthquake Engineering,"1,468",2.036,0.00493
3734,Minerva Anestesiologica,"2,123",2.036,0.00538
3737,HEALTH POLICY,"5,100",2.035,0.01047
3737,HEALTH POLICY,"5,100",2.035,0.01047
3737,International Journal of Environmental Research and Public Health,"6,062",2.035,0.02276
3737,Reproductive Health,926,2.035,0.00332
3737,Reproductive Health,926,2.035,0.00332
3742,CHILD NEUROPSYCHOLOGY,"1,604",2.034,0.00241
3743,AMERICAN JOURNAL OF HEALTH PROMOTION,"2,580",2.033,0.00394
3743,SENSORS,"15,836",2.033,0.03727
3745,IEEE TRANSACTIONS ON POWER DELIVERY,"11,832",2.032,0.02085
3745,JOURNAL OF WOMENS HEALTH,"3,920",2.032,0.0117
3745,JOURNAL OF WOMENS HEALTH,"3,920",2.032,0.0117
3745,REVIEWS IN FISHERIES SCIENCE,"1,165",2.032,0.00148
3749,BMC Pharmacology & Toxicology,330,2.03,0.00141
3749,International Perspectives on Sexual and Reproductive Health,295,2.03,0.00127
3749,Journal of Genetic Counseling,"1,303",2.03,0.00398
3752,HABITAT INTERNATIONAL,"1,967",2.029,0.00326
3752,HORMONE AND METABOLIC RESEARCH,"4,180",2.029,0.0068
3754,HYDROGEOLOGY JOURNAL,"4,364",2.028,0.00625
3754,IEEE Transactions on Robotics,"7,905",2.028,0.01326
3756,COGNITIVE THERAPY AND RESEARCH,"3,688",2.027,0.00475
3756,PARASITOLOGY RESEARCH,"10,391",2.027,0.01701
3758,European Journal of Emergency Medicine,"1,271",2.026,0.00265
3758,Fottea,291,2.026,0.00078
3758,SYNAPSE,"4,607",2.026,0.00508
3761,CHIRALITY,"3,038",2.025,0.00425
3761,CURRENT EYE RESEARCH,"4,022",2.025,0.00675
3761,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,"2,036",2.025,0.00385
3761,PSYCHIATRY AND CLINICAL NEUROSCIENCES,"2,756",2.025,0.00377
3761,THEORETICAL AND APPLIED FRACTURE MECHANICS,"1,194",2.025,0.00211
3766,Artificial Cells Nanomedicine and Biotechnology,290,2.024,0.00054
3766,ENGINEERING FRACTURE MECHANICS,"9,864",2.024,0.01441
3766,JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,"5,727",2.024,0.00607
3769,JOURNAL OF PALLIATIVE MEDICINE,"4,052",2.023,0.0118
3770,FAMILY PRACTICE,"3,815",2.022,0.00595
3770,JOURNAL OF FLUENCY DISORDERS,770,2.022,0.00099
3770,JOURNAL OF FLUENCY DISORDERS,770,2.022,0.00099
3773,Current Problems in Pediatric and Adolescent Health Care,390,2.021,0.00117
3773,Distance Education,405,2.021,0.00074
3773,OTOLARYNGOLOGY-HEAD AND NECK SURGERY,"11,355",2.021,0.01782
3776,EDUCATIONAL EVALUATION AND POLICY ANALYSIS,"1,373",2.02,0.00353
3776,Journal of Immunotoxicology,621,2.02,0.00158
3778,JOURNAL OF PUBLIC HEALTH,"1,851",2.019,0.00571
3778,JOURNAL OF PUBLIC HEALTH,"1,851",2.019,0.00571
3780,IEEE Transactions on Biomedical Circuits and Systems,"1,307",2.018,0.00621
3780,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,"2,326",2.018,0.00342
3782,CANCER NURSING,"2,583",2.017,0.00426
3782,CANCER NURSING,"2,583",2.017,0.00426
3782,COMPUTATIONAL LINGUISTICS,"1,610",2.017,0.00197
3782,COMPUTATIONAL LINGUISTICS,"1,610",2.017,0.00197
3782,GEOPHYSICS,"16,932",2.017,0.01799
3782,JOURNAL OF INTERNATIONAL ECONOMICS,"5,152",2.017,0.01858
3782,PHYSICS OF FLUIDS,"24,835",2.017,0.03961
3789,BIOMARKERS,"1,838",2.016,0.0039
3789,CELL BIOCHEMISTRY AND FUNCTION,"2,033",2.016,0.0034
3789,REMEDIAL AND SPECIAL EDUCATION,"1,136",2.016,0.00198
3792,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,"3,222",2.014,0.00364
3792,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,"3,222",2.014,0.00364
3792,JOURNAL OF ANIMAL SCIENCE,"26,311",2.014,0.02374
3792,JOURNAL OF RETAILING,"4,436",2.014,0.0028
3796,JOURNAL OF HEALTH COMMUNICATION,"2,851",2.013,0.0087
3797,BIOLOGICAL CONTROL,"5,605",2.012,0.00741
3797,INHALATION TOXICOLOGY,"3,391",2.012,0.0054
3799,CONTINENTAL SHELF RESEARCH,"8,089",2.011,0.0128
3800,BLOOD PRESSURE,994,2.01,0.00191
3800,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,"9,728",2.01,0.00966
3800,JOURNAL OF HEALTH PSYCHOLOGY,"3,339",2.01,0.0066
3800,Psychology of Music,"1,149",2.01,0.00191
3804,ACTA RADIOLOGICA,"3,839",2.009,0.00702
3804,JOURNAL OF CONSUMER PSYCHOLOGY,"2,822",2.009,0.00663
3806,Channels,939,2.008,0.00373
3806,LIMNOLOGY AND OCEANOGRAPHY-METHODS,"2,153",2.008,0.00536
3806,PHOTOCHEMISTRY AND PHOTOBIOLOGY,"9,949",2.008,0.00785
3809,JOURNAL OF ADOLESCENCE,"4,573",2.007,0.00928
3809,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,"2,669",2.007,0.00423
3811,CURRENT OPINION IN UROLOGY,"1,467",2.006,0.00365
3811,URBAN FORESTRY & URBAN GREENING,"1,487",2.006,0.00276
3811,URBAN FORESTRY & URBAN GREENING,"1,487",2.006,0.00276
3814,CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,"4,843",2.004,0.00601
3814,NEUROSCIENCE RESEARCH,"4,553",2.004,0.00623
3814,POLYMER COMPOSITES,"4,633",2.004,0.00693
3817,ACTA ASTRONOMICA,"1,100",2,0.00198
3817,ADVANCED ENGINEERING INFORMATICS,"1,237",2,0.00276
3817,BEHAVIOURAL PHARMACOLOGY,"2,561",2,0.00357
3817,BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,"2,592",2,0.00315
3817,EXPERIMENTAL PSYCHOLOGY,"1,187",2,0.00331
3817,Earth Surface Dynamics,119,2,0.00078
3817,Fossil Record,213,2,0.00045
3817,GEOTECHNIQUE,"7,384",2,0.00776
3817,Gut and Liver,"1,075",2,0.00355
3817,JOURNAL OF HUMAN RESOURCES,"3,424",2,0.00732
3817,Journal of Occupational Health Psychology,"2,065",2,0.00458
3817,LUNG,"1,733",2,0.00402
3817,Language Teaching,547,2,0.00176
3817,Mycotoxin Research,666,2,0.00112
3817,ORAL DISEASES,"3,099",2,0.00575
3817,PERMAFROST AND PERIGLACIAL PROCESSES,"1,555",2,0.00241
3817,PROGRESS IN PLANNING,524,2,0.00113
3817,SOCIOLOGY OF EDUCATION,"1,995",2,0.00317
3817,Wulfenia,78,2,0.00017
3836,JOURNAL OF MEDICAL VIROLOGY,"8,436",1.998,0.01365
3837,BIOSYSTEMS ENGINEERING,"3,764",1.997,0.006
3838,ACTA GEOLOGICA SINICA-ENGLISH EDITION,"2,851",1.996,0.00343
3839,AMERICAN JOURNAL OF INFECTION CONTROL,"6,111",1.995,0.01359
3839,JOURNAL OF INTELLIGENT MANUFACTURING,"2,217",1.995,0.00392
3841,CARDIOLOGY,"2,298",1.994,0.00455
3841,JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,"3,960",1.994,0.00599
3841,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,"5,024",1.994,0.01017
3841,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,"5,024",1.994,0.01017
3845,ARTIFICIAL ORGANS,"3,221",1.993,0.00464
3845,WEED SCIENCE,"4,569",1.993,0.004
3847,COMPUTATIONAL GEOSCIENCES,"1,064",1.992,0.00463
3848,GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,"6,517",1.991,0.01313
3848,JOURNAL OF MEMBRANE BIOLOGY,"4,154",1.991,0.00433
3850,PLANTA MEDICA,"11,204",1.99,0.00992
3851,Journal of the American Board of Family Medicine,"2,670",1.989,0.00626
3852,AMERICAN ANTIQUITY,"2,799",1.988,0.00166
3852,COMPUTERS & OPERATIONS RESEARCH,"7,545",1.988,0.01655
3852,JOURNAL OF BIOMATERIALS APPLICATIONS,"1,432",1.988,0.00277
3852,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,"4,843",1.988,0.0049
3852,SOCIOLOGY OF HEALTH & ILLNESS,"3,166",1.988,0.00502
3857,BMC Complementary and Alternative Medicine,"4,220",1.987,0.0098
3857,Endocrine Metabolic & Immune Disorders-Drug Targets,625,1.987,0.00116
3857,REGIONAL STUDIES,"3,931",1.987,0.00658
3860,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,938,1.986,0.00582
3860,Human Gene Therapy Methods,263,1.986,0.00122
3860,PSYCHOLOGY PUBLIC POLICY AND LAW,"1,014",1.986,0.00228
3863,Aquaculture Environment Interactions,336,1.985,0.00117
3863,SYSTEMATICS AND BIODIVERSITY,644,1.985,0.00212
3865,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"8,276",1.984,0.01164
3865,URBAN ECOSYSTEMS,"1,367",1.984,0.00261
3867,MOLECULAR MEMBRANE BIOLOGY,"1,111",1.983,0.00154
3867,PSYCHOLOGY & HEALTH,"3,779",1.983,0.00694
3869,Journal of International Management,"1,045",1.982,0.00157
3870,SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,"1,023",1.981,0.00176
3871,CLIMATE POLICY,"1,117",1.98,0.00354
3871,JOURNAL OF FOOD AND DRUG ANALYSIS,"1,029",1.98,0.00123
3871,MAGNETIC RESONANCE IMAGING,"6,037",1.98,0.01117
3871,RIVER RESEARCH AND APPLICATIONS,"2,880",1.98,0.00585
3875,International Journal of Press-Politics,445,1.979,0.00221
3875,Social Psychology,398,1.979,0.00252
3877,AMERICAN ETHNOLOGIST,"1,860",1.978,0.00458
3877,Global Public Health,"1,004",1.978,0.00425
3877,IEEE Magnetics Letters,184,1.978,0.00115
3877,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,"11,507",1.978,0.01657
3877,Journal of Saudi Chemical Society,846,1.978,0.00192
3882,CANADIAN JOURNAL OF REMOTE SENSING,"1,634",1.976,0.00208
3882,COMMUNICATION RESEARCH,"2,888",1.976,0.0046
3882,MEMORY,"2,620",1.976,0.00485
3885,Current Pain and Headache Reports,"1,378",1.975,0.00328
3885,IEEE MICROWAVE MAGAZINE,"1,102",1.975,0.00441
3885,JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,"4,720",1.975,0.00908
3885,Journal of Inflammation-London,883,1.975,0.00247
3889,FOOD REVIEWS INTERNATIONAL,"1,153",1.974,0.00093
3890,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,"1,476",1.973,0.00321
3890,NEUROLOGIC CLINICS,"1,554",1.973,0.00205
3892,WEATHER AND FORECASTING,"4,132",1.972,0.00786
3893,ARCHIVES OF GERONTOLOGY AND GERIATRICS,"3,695",1.971,0.00912
3893,Journal of Hydro-environment Research,481,1.971,0.00188
3895,Research in Human Development,408,1.97,0.00078
3896,CELL STRUCTURE AND FUNCTION,"1,015",1.969,0.00094
3896,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,"1,265",1.969,0.00215
3896,IEEE TRANSACTIONS ON NANOBIOSCIENCE,973,1.969,0.00169
3896,JOURNAL OF POLYMER RESEARCH,"3,173",1.969,0.0062
3896,JOURNAL OF POLYMERS AND THE ENVIRONMENT,"2,268",1.969,0.00345
3896,SOLVENT EXTRACTION AND ION EXCHANGE,"1,918",1.969,0.00172
3902,ACADEMIC RADIOLOGY,"4,298",1.966,0.00979
3902,M&SOM-Manufacturing & Service Operations Management,"1,815",1.966,0.00595
3902,M&SOM-Manufacturing & Service Operations Management,"1,815",1.966,0.00595
3905,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,"7,064",1.964,0.0097
3905,JOURNAL OF EUROPEAN PUBLIC POLICY,"2,308",1.964,0.0061
3907,EPL,"20,317",1.963,0.0537
3907,INTERNATIONAL JOURNAL OF MODERN PHYSICS D,"3,301",1.963,0.00699
3909,ECS Electrochemistry Letters,593,1.962,0.00219
3909,Eating Behaviors,"1,959",1.962,0.00435
3911,BMC Neurology,"2,969",1.961,0.01063
3911,NEOPLASMA,"1,472",1.961,0.00255
3911,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,"4,635",1.961,0.0102
3914,American Journal of Rhinology & Allergy,"3,217",1.96,0.00474
3915,SCIENCE & JUSTICE,785,1.959,0.0018
3916,Surgical Oncology Clinics of North America,900,1.958,0.00192
3917,IET Control Theory and Applications,"3,787",1.957,0.01353
3918,INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,"3,471",1.956,0.00509
3918,SEMINARS IN DIAGNOSTIC PATHOLOGY,"1,086",1.956,0.00174
3918,VECTOR-BORNE AND ZOONOTIC DISEASES,"2,932",1.956,0.00875
3921,Aquatic Invasions,"1,010",1.955,0.00247
3921,CELL COMMUNICATION AND ADHESION,449,1.955,0.00051
3923,AAPS PHARMSCITECH,"4,230",1.954,0.00582
3923,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,"2,440",1.954,0.00687
3923,Journal of Psychiatric Practice,858,1.954,0.00158
3923,ULTRASONICS,"4,982",1.954,0.00701
3927,ACCOUNTING REVIEW,"6,059",1.953,0.01286
3927,AEROSOL SCIENCE AND TECHNOLOGY,"5,712",1.953,0.00876
3927,Advances in Experimental Medicine and Biology,"14,271",1.953,0.03541
3927,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,"4,191",1.953,0.00624
3927,JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY,"7,177",1.953,0.0044
3927,OTOLOGY & NEUROTOLOGY,"6,237",1.953,0.01258
3933,Technological and Economic Development of Economy,598,1.952,0.00139
3934,EUROPEAN JOURNAL OF SOIL BIOLOGY,"2,146",1.951,0.00397
3934,HIV CLINICAL TRIALS,667,1.951,0.00173
3934,JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,935,1.951,0.00118
3934,JOURNAL OF PEPTIDE SCIENCE,"2,054",1.951,0.00349
3938,Advances in Polymer Science,"3,767",1.95,0.00333
3938,FORENSIC SCIENCE INTERNATIONAL,"11,286",1.95,0.01707
3938,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,"1,133",1.95,0.01344
3938,Journal of Surgical Education,"1,312",1.95,0.00551
3942,AIDS RESEARCH AND HUMAN RETROVIRUSES,"4,405",1.949,0.00925
3942,CURRENT ORGANIC CHEMISTRY,"4,364",1.949,0.00741
3944,IRRIGATION SCIENCE,"1,683",1.948,0.00275
3945,CHINESE CHEMICAL LETTERS,"4,119",1.947,0.00578
3945,DEVELOPMENTAL NEUROPSYCHOLOGY,"2,623",1.947,0.00376
3945,DEVELOPMENTAL NEUROPSYCHOLOGY,"2,623",1.947,0.00376
3945,Groundwater,"5,078",1.947,0.00559
3945,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,"3,057",1.947,0.00636
3950,JOURNAL OF ENGINEERING DESIGN,844,1.946,0.00128
3950,JOURNAL OF SCIENTIFIC COMPUTING,"2,413",1.946,0.01044
3950,PERSONALITY AND INDIVIDUAL DIFFERENCES,"16,101",1.946,0.02255
3953,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,"1,457",1.945,0.00255
3953,Clinical and Experimental Nephrology,"1,569",1.945,0.00456
3953,IEEE PHOTONICS TECHNOLOGY LETTERS,"13,515",1.945,0.02767
3956,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,"5,082",1.944,0.00758
3956,BIOTROPICA,"5,226",1.944,0.00627
3958,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,"1,367",1.943,0.00269
3958,INTERNATIONAL STUDIES QUARTERLY,"2,409",1.943,0.00844
3958,International Journal of Mental Health Nursing,"1,143",1.943,0.00204
3958,International Journal of Mental Health Nursing,"1,143",1.943,0.00204
3962,Journal of Flow Chemistry,175,1.942,0.00061
3962,PLANETARY AND SPACE SCIENCE,"6,840",1.942,0.01465
3964,SOCIOLOGICAL THEORY,"1,538",1.941,0.00295
3965,PATHOLOGY & ONCOLOGY RESEARCH,"1,735",1.94,0.00382
3966,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,"5,775",1.939,0.00834
3967,INTERNATIONAL DAIRY JOURNAL,"6,918",1.938,0.00622
3967,International Heart Journal,"1,043",1.938,0.00196
3967,THERMOCHIMICA ACTA,"14,229",1.938,0.0151
